action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0088,SER036,validate,19,8.9,In Review
ACT0089,SER036,document,30,4.2,Proposed
ACT0090,SER028,escalate,22,8.4,In Review
ACT0091,SER033,validate,17,23.3,Proposed
ACT0092,SER003,validate,44,19.7,In Review
ACT0093,SER006,automate,40,16.4,Complete
ACT0094,SER002,prioritize,8,4.3,In Review
ACT0095,SER029,document,34,23.7,Complete
ACT0096,SER018,document,10,6.3,Complete
ACT0097,SER001,document,2,12.2,Proposed
ACT0098,SER005,validate,13,14.7,Complete
ACT0099,SER028,monitor,32,22.0,Ready
ACT0100,SER036,validate,13,12.2,In Review
ACT0101,SER035,prioritize,29,13.2,Ready
ACT0102,SER024,validate,17,22.9,Complete
ACT0103,SER036,prioritize,10,22.4,Proposed
ACT0104,SER018,automate,7,5.9,Ready
ACT0105,SER036,prioritize,34,3.5,In Review
ACT0106,SER031,automate,38,11.9,In Review
ACT0107,SER001,validate,6,9.0,Ready
ACT0108,SER036,document,27,6.4,Ready
ACT0109,SER006,validate,25,12.4,Proposed
ACT0110,SER001,escalate,37,2.3,Complete
ACT0111,SER035,prioritize,13,8.4,Ready
ACT0112,SER024,escalate,19,7.4,Ready
ACT0113,SER014,monitor,37,22.7,In Review
ACT0114,SER004,monitor,29,20.4,In Review
ACT0115,SER033,escalate,32,20.4,In Review
ACT0116,SER011,monitor,19,2.3,In Review
ACT0117,SER021,validate,20,23.2,Proposed
ACT0118,SER033,validate,23,12.3,Complete
ACT0119,SER023,document,13,19.7,Proposed
ACT0120,SER008,automate,24,18.2,Proposed
ACT0121,SER029,document,39,4.3,Complete
ACT0122,SER005,document,5,13.9,Complete
ACT0123,SER023,validate,26,16.3,Proposed
ACT0124,SER025,document,37,8.7,Ready
ACT0125,SER036,document,31,8.6,Complete
ACT0126,SER032,monitor,6,9.7,Ready
ACT0127,SER011,document,16,14.1,In Review
ACT0128,SER035,escalate,5,10.5,Proposed
ACT0129,SER022,validate,12,2.0,Complete
ACT0130,SER035,automate,7,19.8,Proposed
ACT0131,SER036,automate,14,21.0,In Review
ACT0132,SER001,monitor,21,4.4,Proposed
ACT0133,SER036,monitor,11,16.7,In Review
ACT0134,SER025,prioritize,30,14.5,Proposed
ACT0135,SER001,prioritize,6,4.6,Proposed
ACT0136,SER002,document,26,7.7,In Review
ACT0137,SER023,automate,7,13.7,In Review
ACT0138,SER001,monitor,11,7.7,In Review
ACT0139,SER027,document,15,23.5,Complete
ACT0140,SER022,monitor,35,5.2,In Review
ACT0141,SER010,automate,37,16.3,In Review
ACT0142,SER023,document,18,6.7,Complete
ACT0143,SER025,document,40,21.6,Ready
ACT0144,SER006,prioritize,16,11.4,Proposed
ACT0145,SER020,automate,6,15.2,In Review
ACT0146,SER027,validate,26,3.9,Ready
ACT0147,SER002,monitor,18,11.1,Complete
ACT0148,SER032,escalate,4,17.0,Ready
ACT0149,SER007,document,33,10.0,Complete
ACT0150,SER005,monitor,10,6.3,Proposed
ACT0151,SER034,document,6,9.1,Proposed
ACT0152,SER014,escalate,22,12.8,Complete
ACT0153,SER005,escalate,35,8.0,Complete
ACT0154,SER018,automate,20,15.3,Ready
ACT0155,SER020,monitor,19,4.0,Proposed
ACT0156,SER028,escalate,38,6.8,Proposed
ACT0157,SER023,validate,36,3.8,In Review
ACT0158,SER009,monitor,36,5.6,In Review
ACT0159,SER002,escalate,39,8.9,Complete
ACT0160,SER024,escalate,42,22.2,Complete
ACT0161,SER006,automate,11,11.9,Proposed
ACT0162,SER012,automate,21,4.0,Complete
ACT0163,SER009,automate,26,4.2,In Review
ACT0164,SER025,monitor,4,22.7,In Review
ACT0165,SER009,validate,20,12.9,Proposed
ACT0166,SER013,document,17,19.2,Ready
ACT0167,SER016,monitor,12,16.2,In Review
ACT0168,SER020,automate,24,5.9,Ready
ACT0169,SER015,monitor,39,5.4,Proposed
ACT0170,SER031,validate,7,22.8,Proposed
ACT0171,SER009,validate,33,10.6,Complete
ACT0172,SER035,validate,25,3.3,In Review
ACT0173,SER031,escalate,22,13.0,Ready
ACT0174,SER026,document,25,7.9,In Review
ACT0175,SER001,monitor,15,12.6,Proposed
ACT0176,SER034,document,6,17.6,In Review
ACT0177,SER008,automate,40,9.1,Proposed
ACT0178,SER012,validate,11,5.4,Proposed
ACT0179,SER013,prioritize,12,14.2,In Review
ACT0180,SER031,document,16,21.7,Proposed
ACT0181,SER014,validate,42,13.7,In Review
ACT0182,SER011,automate,22,8.5,Proposed
ACT0183,SER019,monitor,6,22.1,Ready
ACT0184,SER001,automate,35,16.6,Proposed
ACT0185,SER003,monitor,31,6.9,In Review
ACT0186,SER018,escalate,16,4.0,Complete
ACT0187,SER014,escalate,40,17.0,Ready
ACT0188,SER007,automate,16,19.8,Proposed
ACT0189,SER031,escalate,15,13.1,Ready
ACT0190,SER023,monitor,44,5.8,In Review
ACT0191,SER014,prioritize,17,14.6,Complete
ACT0192,SER031,escalate,13,13.4,In Review
ACT0193,SER025,document,27,10.2,Proposed
ACT0194,SER032,escalate,25,14.8,Complete
ACT0195,SER013,validate,22,7.0,Proposed
ACT0196,SER018,monitor,27,22.7,Ready
ACT0197,SER036,automate,38,7.8,Ready
ACT0198,SER019,escalate,21,9.2,Ready
ACT0199,SER026,validate,43,9.4,Proposed
ACT0200,SER028,prioritize,4,11.6,Proposed
ACT0201,SER013,automate,17,3.3,Complete
ACT0202,SER029,monitor,2,9.6,Ready
ACT0203,SER019,monitor,15,2.1,Proposed
ACT0204,SER029,document,16,18.7,Proposed
ACT0205,SER030,automate,35,16.5,Ready
ACT0206,SER006,validate,13,5.3,Ready
ACT0207,SER028,monitor,21,3.2,Complete
ACT0208,SER032,document,43,12.8,Ready
ACT0209,SER022,escalate,15,11.4,Complete
ACT0210,SER021,validate,33,17.2,Proposed
ACT0211,SER003,escalate,15,6.4,In Review
ACT0212,SER031,monitor,10,11.1,Complete
ACT0213,SER029,prioritize,4,4.7,Proposed
ACT0214,SER036,document,39,4.5,Complete
ACT0215,SER020,prioritize,40,9.8,Ready
ACT0216,SER022,document,25,17.0,In Review
ACT0217,SER005,monitor,20,4.0,Proposed
ACT0218,SER032,prioritize,16,14.5,Complete
ACT0219,SER031,validate,15,11.8,In Review
ACT0220,SER001,escalate,17,22.4,Ready
